snapshot_id,market_date,timestamp_et,market_phase,state,decision,actionable,data_quality_status,oversold_gate,fast_family_count,FAST_BREADTH_TURN,MOMENTUM_TURN,NET_VOLUME_TURN,DOWN_UP_RATIO_RELIEF,context_support_count,MMFD_IMPROVING,NASI_TURNING_UP,VVIX_EASING,SKEW_NARROWING,SPXA20R,NYMO,NAMO,NYUD,NAUD,nyse_down_up_ratio,nasdaq_down_up_ratio,MMFD,NASI_RSI,VVIX,SKEW_LIVE_PROXY,SPY_price,SPY_change_pct,SPY_price_timestamp_et,QQQ_price,QQQ_change_pct,QQQ_price_timestamp_et,VIX_price,VIX_change_pct,MMFD_coverage_pct
2026-09-11T13:39:02.535637-04:00,2026-09-11,2026-09-11T13:39:02.535637-04:00,LIVE_PROVISIONAL,GO_EARLY,GO_EARLY,1,OK,1,2,1,0,1,0,1,0,0,1,0,25.6,-63.58,-50.49,751.759662,1990.0228070000003,0.4976904736249895,0.3160429763835302,33.7962962962963,25.464598759122126,91.77999877929688,2.547238626480107,765.8900146484375,0.010635627220923594,2026-09-11T13:35:00-04:00,716.7899780273438,0.011429504519653744,2026-09-11T13:35:00-04:00,15.640000343322754,-0.12331837390404965,96.03161534661618
2026-09-11T13:44:12.431166-04:00,2026-09-11,2026-09-11T13:44:12.431166-04:00,LIVE_PROVISIONAL,GO_EARLY,GO_EARLY,1,OK,1,2,1,0,1,0,2,0,0,1,1,25.8,-63.58,-50.49,795.1880380000001,2094.121455,0.48416779196800996,0.29972122632730164,33.48757497857755,25.434589409325497,91.75,2.529691194534309,765.8699951171875,0.01060921030578621,2026-09-11T13:40:00-04:00,716.768310546875,0.011398930530470697,2026-09-11T13:40:00-04:00,15.670000076293945,-0.12163677453663935,96.08101432570393
2026-09-11T13:51:31.460938-04:00,2026-09-11,2026-09-11T13:51:31.460938-04:00,LIVE_PROVISIONAL,GO_EARLY,GO_EARLY,1,OK,1,2,1,0,1,0,2,0,1,1,0,26.8,-63.58,-50.49,823.266704,2135.504067,0.4760488811088113,0.2992947406300667,33.11065433367592,25.48877348073073,91.4800033569336,2.529691194534309,765.8499755859375,0.010582793390648826,2026-09-11T13:50:00-04:00,716.7999877929688,0.011443628841417253,2026-09-11T13:50:00-04:00,15.640000343322754,-0.12331837390404965,96.1304133047917
2026-09-11T13:55:13.523711-04:00,2026-09-11,2026-09-11T13:55:13.523711-04:00,LIVE_PROVISIONAL,GO_EARLY,GO_EARLY,1,OK,1,2,1,0,1,0,2,1,0,1,0,26.2,-63.58,-50.49,736.340158,2166.807439,0.5265327966782144,0.30182352175964744,33.29909262112652,25.413497392651195,91.41000366210938,2.529691194534309,765.8400268554688,0.010569665472455636,2026-09-11T13:55:00-04:00,716.780029296875,0.011415466321803569,2026-09-11T13:55:00-04:00,15.640000343322754,-0.12331837390404965,96.17981228387946
2026-09-11T14:02:28.202000-04:00,2026-09-11,2026-09-11T14:02:28.202000-04:00,LIVE_PROVISIONAL,GO_EARLY,GO_EARLY,1,OK,1,2,1,0,1,0,1,0,0,1,0,26.2,-63.58,-50.49,729.006608,2141.999842,0.5316644135913967,0.30969145993966235,33.04809173369844,25.38154094582751,91.38999938964844,2.545140563964844,765.9400024414062,0.010701588969391551,2026-09-11T14:00:00-04:00,716.6799926757812,0.01127430922808248,2026-09-11T14:00:00-04:00,15.6899995803833,-0.12051572611072592,96.21274493660465
2026-09-11T14:10:22.534111-04:00,2026-09-11,2026-09-11T14:10:22.534111-04:00,LIVE_PROVISIONAL,GO_EARLY,GO_EARLY,1,OK,1,2,1,0,1,0,2,1,0,1,0,26.4,-63.58,-50.49,707.4992880000001,2197.0679379999997,0.5517173172761148,0.30626270358851804,33.25919589392643,25.318324163531187,91.33999633789062,2.556966007232664,765.6434936523438,0.010310328683607262,2026-09-11T14:10:00-04:00,716.260009765625,0.01068169058141133,2026-09-11T14:10:00-04:00,15.630000114440918,-0.12387892484554641,96.24567758932983
2026-09-11T14:16:38.318218-04:00,2026-09-11,2026-09-11T14:16:38.318218-04:00,LIVE_PROVISIONAL,GO_EARLY,GO_EARLY,1,OK,1,2,1,0,1,0,1,0,0,1,0,25.8,-63.58,-50.49,740.333249,2193.9552299999996,0.5441887994917013,0.3132645830606936,33.1965110312981,25.31512035780503,91.36000061035156,2.616283956527715,765.5728759765625,0.010217144626247787,2026-09-11T14:15:00-04:00,716.1400146484375,0.010512370968076779,2026-09-11T14:15:00-04:00,15.619999885559082,-0.12443947578704329,96.278610242055
2026-09-11T14:30:01.266717-04:00,2026-09-11,2026-09-11T14:30:01.266717-04:00,LIVE_PROVISIONAL,GO_EARLY,GO_EARLY,1,OK,1,2,1,0,1,0,2,0,1,1,0,25.6,-63.58,-50.49,736.161252,2076.385451,0.5590933880157541,0.352225449522702,32.47863247863248,25.34283801265373,91.33000183105469,2.616283956527715,765.4199829101562,0.01001539349082381,2026-09-11T14:30:00-04:00,716.2999267578125,0.010738015620638697,2026-09-11T14:30:00-04:00,15.619999885559082,-0.12443947578704329,96.32800922114276
2026-09-11T14:43:46.564448-04:00,2026-09-11,2026-09-11T14:43:46.564448-04:00,LIVE_PROVISIONAL,GO_EARLY,GO_EARLY,1,OK,1,2,1,0,1,0,2,0,0,1,1,25.2,-63.58,-50.49,732.2304399999999,2027.480831,0.571135423207557,0.3690623321115201,32.01844262295082,25.28805027694372,91.80999755859375,2.5718431777954103,765.14501953125,0.009652563604562348,2026-09-11T14:40:00-04:00,716.1599731445312,0.010540533487690462,2026-09-11T14:40:00-04:00,15.670000076293945,-0.12163677453663935,96.4268071793183
2026-09-11T14:51:21.767911-04:00,2026-09-11,2026-09-11T14:51:21.767911-04:00,LIVE_PROVISIONAL,GO_EARLY,GO_EARLY,1,OK,1,2,1,0,1,0,3,1,1,1,0,24.4,-63.58,-50.49,627.802706,2197.164844,0.6265320045630145,0.3457033105391345,32.217858972170056,25.297139130913664,91.87000274658203,2.5718431777954103,765.1597900390625,0.009672054133413654,2026-09-11T14:50:00-04:00,716.0700073242188,0.010413586839645994,2026-09-11T14:50:00-04:00,15.649999618530273,-0.12275787641963298,96.44327350568088
2026-09-11T15:02:08.542177-04:00,2026-09-11,2026-09-11T15:02:08.542177-04:00,LIVE_PROVISIONAL,GO_EARLY,GO_EARLY,1,OK,1,2,1,0,1,0,3,1,0,1,1,25.2,-63.58,-50.49,472.6132560000001,2027.7956030000003,0.7113204209972677,0.38706648321825166,32.42874210616146,25.245866572851654,91.86000061035156,2.382445352554324,765.0899047851562,0.009579836548559095,2026-09-11T15:00:00-04:00,715.9000244140625,0.010173731741407455,2026-09-11T15:00:00-04:00,15.779999732971191,-0.11547087455141491,96.47620615840606
2026-09-11T15:07:40.966264-04:00,2026-09-11,2026-09-11T15:07:40.966264-04:00,LIVE_PROVISIONAL,GO_EARLY,GO_EARLY,1,OK,1,2,1,0,1,0,2,0,0,1,1,24.8,-63.58,-50.49,501.3717159999999,2009.986354,0.7020936763023689,0.3950035868268548,32.09349940283228,25.22584644142266,91.9000015258789,2.382445352554324,764.9299926757812,0.009368823384962033,2026-09-11T15:05:00-04:00,715.760009765625,0.009976163484545886,2026-09-11T15:05:00-04:00,15.789999961853027,-0.11491032360991815,96.50913881113124
2026-09-11T15:13:32.101609-04:00,2026-09-11,2026-09-11T15:13:32.101609-04:00,LIVE_PROVISIONAL,GO_EARLY,GO_EARLY,1,OK,1,2,1,0,1,0,2,0,0,1,1,24.6,-63.58,-50.49,576.98425,2029.2338429999998,0.6676918510837514,0.3962248260423142,31.792597646256183,25.209250183717543,91.91000366210938,2.382445352554324,764.75,0.009131312766852195,2026-09-11T15:10:00-04:00,715.5499877929688,0.009679811099253754,2026-09-11T15:10:00-04:00,15.8100004196167,-0.11378922172692452,96.54207146385642
2026-09-11T15:24:08.072428-04:00,2026-09-11,2026-09-11T15:24:08.072428-04:00,LIVE_PROVISIONAL,GO_EARLY,GO_EARLY,1,OK,1,2,1,0,1,0,2,0,0,1,1,25.0,-63.58,-50.49,477.28659200000016,2071.8636500000002,0.7241710072907643,0.39439444723221095,31.66865519004602,25.118266661125844,91.9000015258789,2.382445352554324,765.1599731445312,0.009672295751539828,2026-09-11T15:20:00-04:00,715.7523803710938,0.009965397995397085,2026-09-11T15:20:00-04:00,15.869999885559082,-0.11042602299210391,96.60793676930678
2026-09-11T15:32:19.048185-04:00,2026-09-11,2026-09-11T15:32:19.048185-04:00,LIVE_PROVISIONAL,GO_EARLY,GO_EARLY,1,OK,1,2,1,0,1,0,1,0,0,1,0,25.2,-63.58,-50.49,503.78714000000014,2207.698782,0.7149190142647205,0.3746115323681688,31.49821032895858,25.068740101537543,91.86000061035156,2.552579149246223,764.9749755859375,0.0094281809046457,2026-09-11T15:30:00-04:00,715.6099853515625,0.00976447090592103,2026-09-11T15:30:00-04:00,15.850000381469727,-0.11154707141801745,96.60793676930678
2026-09-11T15:41:02.176745-04:00,2026-09-11,2026-09-11T15:41:02.176745-04:00,LIVE_PROVISIONAL,GO_EARLY,GO_EARLY,1,OK,1,2,1,0,1,0,3,1,0,1,1,25.8,-63.58,-50.49,556.4652140000001,2284.1824690000003,0.6959986682849464,0.3651771680044575,31.851473343553057,25.064187053144124,91.4800033569336,2.516339887619025,764.9500122070312,0.009395240300099417,2026-09-11T15:40:00-04:00,715.739990234375,0.00994791484101909,2026-09-11T15:40:00-04:00,15.859999656677246,-0.11098657393360079,96.67380207475712
2026-09-11T15:48:14.362565-04:00,2026-09-11,2026-09-11T15:48:14.362565-04:00,LIVE_PROVISIONAL,GO_EARLY,GO_EARLY,1,OK,1,2,1,0,1,0,3,0,1,1,1,25.6,-63.58,-50.49,666.3811539999999,2216.137114,0.6541270361718612,0.3821024491444304,31.835205992509362,25.069595553685062,91.44999694824219,2.435659847259522,764.8400268554688,0.009250108345594699,2026-09-11T15:45:00-04:00,715.7000122070312,0.00989150367787861,2026-09-11T15:45:00-04:00,15.84000015258789,-0.11210762235951421,96.72320105384489
2026-09-11T15:53:37.107961-04:00,2026-09-11,2026-09-11T15:53:37.107961-04:00,LIVE_PROVISIONAL,GO_EARLY,GO_EARLY,1,OK,1,2,1,0,1,0,1,0,0,1,0,25.8,-63.58,-50.49,610.7779659999999,2167.797891,0.6849448938321006,0.4056288675704906,31.71063829787234,25.02828433158085,91.45999908447266,2.4890650749206573,764.489990234375,0.008788215027568214,2026-09-11T15:50:00-04:00,715.4500122070312,0.009538740129446,2026-09-11T15:50:00-04:00,15.890000343322754,-0.10930492110911039,96.73966738020748
2026-09-11T15:58:44.943265-04:00,2026-09-11,2026-09-11T15:58:44.943265-04:00,LIVE_PROVISIONAL,GO_EARLY,GO_EARLY,1,OK,1,2,1,0,1,0,3,0,1,1,1,25.2,-63.58,-50.49,671.441345,2316.832958,0.6644432942642474,0.37937336640270447,31.604014288144242,25.038598915081465,91.31999969482422,2.425741733551029,764.6500244140625,0.00899938926991628,2026-09-11T15:55:00-04:00,715.3400268554688,0.009383544837874735,2026-09-11T15:55:00-04:00,15.829999923706055,-0.11266817330101109,96.80553268565782
2026-09-11T16:04:37.774745-04:00,2026-09-11,2026-09-11T16:04:37.774745-04:00,CLOSE_SETTLING,GO_EARLY,GO_EARLY,1,OK,1,2,1,0,1,0,2,0,1,1,0,25.4,-63.58,-50.49,810.5631510000001,2278.489172,0.6168706939355217,0.39588938718012606,31.45284621920136,25.047110586682493,90.83999633789062,2.4467223587036138,764.1950073242188,0.008398968226169368,2026-09-11T15:55:00-04:00,714.8499755859375,0.008692055938859689,2026-09-11T15:55:00-04:00,15.859999656677246,-0.11098657393360079,96.90433064383336
2026-09-11T16:09:54.116888-04:00,2026-09-11,2026-09-11T16:09:54.116888-04:00,CLOSE_SETTLING,GO_EARLY,GO_EARLY,1,OK,1,2,1,0,1,0,1,0,0,1,0,25.6,-63.58,-50.49,668.687492,2228.7724989999997,0.6796471638863117,0.4081745814396049,31.345565749235472,25.022507763587114,91.20999908447266,2.9046721858978275,764.1950073242188,0.008398968226169368,2026-09-11T15:55:00-04:00,714.8499755859375,0.008692055938859689,2026-09-11T15:55:00-04:00,15.8100004196167,-0.11378922172692452,96.92079697019594
2026-09-11T16:20:32.162095-04:00,2026-09-11,2026-09-11T16:20:32.162095-04:00,MARKET_CLOSED_FINAL,GO_EARLY,GO_EARLY,1,OK,1,2,1,0,1,0,2,1,0,1,0,25.6,-63.58,-50.49,679.701272,2194.727265,0.6897319273714169,0.4314940831096689,31.41450161317711,24.926542160731216,91.26000213623047,2.9046721858978275,764.1799926757812,0.008379155539816274,2026-09-11T15:55:00-04:00,714.8499755859375,0.008692055938859689,2026-09-11T15:55:00-04:00,15.869999885559082,-0.11042602299210391,96.9701959492837
2026-09-11T16:29:07.558680-04:00,2026-09-11,2026-09-11T16:29:07.558680-04:00,MARKET_CLOSED_FINAL,GO_EARLY,GO_EARLY,1,OK,1,2,1,0,1,0,2,0,1,1,0,25.6,-63.58,-50.49,824.0660850000002,2347.454627,0.6506993193116936,0.41947960054496386,31.294597349643222,25.00702989013486,91.26000213623047,2.9046721858978275,764.1799926757812,0.008379155539816274,2026-09-11T15:55:00-04:00,714.8499755859375,0.008692055938859689,2026-09-11T15:55:00-04:00,15.850000381469727,-0.11154707141801745,96.92079697019594
