market_date,state,entry_price_date,MMFD,MMTW,NYMO,NAMO,NYUD,NAUD,SPY_5D,SPY_10D,SPY_30D,SPY_60D,QQQ_5D,QQQ_10D,QQQ_30D,QQQ_60D
2026-09-09,OVERSOLD,2026-09-09,25.75,29.1,-47.79,-35.52,-2560.5458,-2131.8773,,,,,,,,
