market_date,timestamp_et,deployment_signal,market_condition,recovery_stage,supportive_family_count,vol_structure_state,vol_structure_supportive,breadth_thrust_state,breadth_thrust_supportive,risk_appetite_state,risk_appetite_supportive,options_sentiment_state,options_sentiment_supportive,vol_structure_last_updated,breadth_thrust_last_updated,risk_appetite_last_updated,options_sentiment_last_updated,t2108_value,t2108_state,t2108_direction,t2108_coverage_pct
2026-09-16,2026-09-16T12:37:44.637047-04:00,DEPLOY,RECOVERING_FROM_OVERSOLD,DEVELOPING,3,NORMALIZED,True,BUILDING,True,BROADENING,True,UNAVAILABLE,False,2026-09-15,2026-09-16T12:37:44.637047-04:00,2026-09-16,,30.64798598949212,WEAK,FLAT,99.43404440574662
2026-09-16,2026-09-16T12:48:04.098896-04:00,DEPLOY,RECOVERING_FROM_OVERSOLD,DEVELOPING,3,NORMALIZED,True,BUILDING,True,BROADENING,True,UNAVAILABLE,False,2026-09-15,2026-09-16T12:48:04.098896-04:00,2026-09-16,,30.51663747810858,WEAK,FLAT,99.43404440574662
2026-09-16,2026-09-16T12:57:19.880444-04:00,DEPLOY,RECOVERING_FROM_OVERSOLD,DEVELOPING,3,NORMALIZED,True,BUILDING,True,BROADENING,True,UNAVAILABLE,False,2026-09-15,2026-09-16T12:57:19.880444-04:00,2026-09-16,,30.779334500875656,WEAK,FLAT,99.43404440574662
2026-09-16,2026-09-16T13:15:53.823395-04:00,DEPLOY,RECOVERING_FROM_OVERSOLD,DEVELOPING,3,NORMALIZED,True,BUILDING,True,BROADENING,True,UNAVAILABLE,False,2026-09-15,2026-09-16T13:15:53.823395-04:00,2026-09-16,,30.64798598949212,WEAK,FLAT,99.43404440574662
2026-09-16,2026-09-16T13:27:03.769223-04:00,DEPLOY,RECOVERING_FROM_OVERSOLD,DEVELOPING,2,NORMALIZED,True,BUILDING,True,MIXED,False,UNAVAILABLE,False,2026-09-15,2026-09-16T13:27:03.769223-04:00,2026-09-16,,30.86690017513135,WEAK,FLAT,99.43404440574662
2026-09-16,2026-09-16T13:36:17.744805-04:00,DEPLOY,RECOVERING_FROM_OVERSOLD,DEVELOPING,2,NORMALIZED,True,BUILDING,True,MIXED,False,UNAVAILABLE,False,2026-09-15,2026-09-16T13:36:17.744805-04:00,2026-09-16,,30.86690017513135,WEAK,FLAT,99.43404440574662
2026-09-16,2026-09-16T13:46:23.972439-04:00,DEPLOY,RECOVERING_FROM_OVERSOLD,DEVELOPING,2,NORMALIZED,True,BUILDING,True,MIXED,False,UNAVAILABLE,False,2026-09-15,2026-09-16T13:46:23.972439-04:00,2026-09-16,,30.64798598949212,WEAK,FLAT,99.43404440574662
2026-09-16,2026-09-16T14:08:56.124094-04:00,DEPLOY,RECOVERING_FROM_OVERSOLD,EARLY,2,NORMALIZED,True,BUILDING,True,DEFENSIVE,False,UNAVAILABLE,False,2026-09-15,2026-09-16T14:08:56.124094-04:00,2026-09-16,,30.3415061295972,WEAK,FLAT,99.43404440574662
2026-09-16,2026-09-16T14:18:02.458222-04:00,DEPLOY,RECOVERING_FROM_OVERSOLD,DEVELOPING,2,NORMALIZED,True,BUILDING,True,MIXED,False,UNAVAILABLE,False,2026-09-15,2026-09-16T14:18:02.458222-04:00,2026-09-16,,29.7723292469352,WEAK,FLAT,99.43404440574662
2026-09-16,2026-09-16T14:30:19.933415-04:00,DEPLOY,RECOVERING_FROM_OVERSOLD,EARLY,2,NORMALIZED,True,BUILDING,True,MIXED,False,UNAVAILABLE,False,2026-09-15,2026-09-16T14:30:19.933415-04:00,2026-09-16,,29.640980735551665,WEAK,FLAT,99.43404440574662
2026-09-16,2026-09-16T14:42:52.897684-04:00,DEPLOY,RECOVERING_FROM_OVERSOLD,EARLY,1,NORMALIZED,True,MIXED,False,MIXED,False,UNAVAILABLE,False,2026-09-15,2026-09-16T14:42:52.897684-04:00,2026-09-16,,29.46584938704028,WEAK,FLAT,99.43404440574662
2026-09-16,2026-09-16T14:56:18.100480-04:00,DEPLOY,RECOVERING_FROM_OVERSOLD,EARLY,1,NORMALIZED,True,MIXED,False,MIXED,False,UNAVAILABLE,False,2026-09-15,2026-09-16T14:56:18.100480-04:00,2026-09-16,,27.145359019264447,WEAK,FALLING,99.43404440574662
2026-09-16,2026-09-16T15:11:10.619828-04:00,DEPLOY,RECOVERING_FROM_OVERSOLD,DEVELOPING,2,NORMALIZED,True,MIXED,False,BROADENING,True,UNAVAILABLE,False,2026-09-15,2026-09-16T15:11:10.619828-04:00,2026-09-16,,25.13134851138354,WEAK,FALLING,99.43404440574662
2026-09-16,2026-09-16T15:32:49.664793-04:00,DEPLOY,RECOVERING_FROM_OVERSOLD,EARLY,1,NORMALIZED,True,DEFENSIVE,False,MIXED,False,UNAVAILABLE,False,2026-09-15,2026-09-16T15:32:49.664793-04:00,2026-09-16,,25.394045534150614,WEAK,FALLING,99.43404440574662
2026-09-16,2026-09-16T16:07:51.709477-04:00,DEPLOY,RECOVERING_FROM_OVERSOLD,DEVELOPING,1,NORMALIZED,True,DEFENSIVE,False,MIXED,False,UNAVAILABLE,False,2026-09-15,2026-09-16T16:07:51.709477-04:00,2026-09-16,,27.057793345008758,WEAK,FALLING,99.43404440574662
2026-09-16,2026-09-16T16:16:58.234042-04:00,DEPLOY,RECOVERING_FROM_OVERSOLD,BROAD_CONFIRMATION,1,NORMALIZED,True,DEFENSIVE,False,MIXED,False,UNAVAILABLE,False,2026-09-15,2026-09-16T16:16:58.234042-04:00,2026-09-16,,26.92644483362522,WEAK,FALLING,99.43404440574662
2026-09-16,2026-09-16T16:30:50.554913-04:00,DEPLOY,RECOVERING_FROM_OVERSOLD,DEVELOPING,1,NORMALIZED,True,DEFENSIVE,False,MIXED,False,UNAVAILABLE,False,2026-09-15,2026-09-16T16:30:50.554913-04:00,2026-09-16,,26.92644483362522,WEAK,FALLING,99.43404440574662
2026-09-16,2026-09-16T16:40:35.578516-04:00,DEPLOY,RECOVERING_FROM_OVERSOLD,EARLY,1,NORMALIZED,True,DEFENSIVE,False,MIXED,False,NORMAL,False,2026-09-16,2026-09-16T16:40:35.578516-04:00,2026-09-16,2026-09-16,27.145359019264447,WEAK,FALLING,99.43404440574662
2026-09-17,2026-09-17T09:45:06.167326-04:00,DEPLOY,RECOVERING_FROM_OVERSOLD,DEVELOPING,1,NORMALIZED,True,DEFENSIVE,False,DEFENSIVE,False,UNAVAILABLE,False,2026-09-16,2026-09-17T09:45:06.167326-04:00,2026-09-17,,31.34851138353765,WEAK,RISING,99.43404440574662
2026-09-17,2026-09-17T09:56:23.548576-04:00,DEPLOY,RECOVERING_FROM_OVERSOLD,BROAD_CONFIRMATION,2,NORMALIZED,True,THRUST_LEVEL,True,DEFENSIVE,False,UNAVAILABLE,False,2026-09-16,2026-09-17T09:56:23.548576-04:00,2026-09-17,,30.823117338003502,WEAK,RISING,99.43404440574662
2026-09-17,2026-09-17T10:15:07.175368-04:00,DEPLOY,RECOVERING_FROM_OVERSOLD,DEVELOPING,2,NORMALIZED,True,THRUST_LEVEL,True,DEFENSIVE,False,UNAVAILABLE,False,2026-09-16,2026-09-17T10:15:07.175368-04:00,2026-09-17,,30.560420315236428,WEAK,RISING,99.43404440574662
2026-09-17,2026-09-17T10:32:18.094278-04:00,DEPLOY,RECOVERING_FROM_OVERSOLD,BROAD_CONFIRMATION,2,NORMALIZED,True,THRUST_LEVEL,True,DEFENSIVE,False,UNAVAILABLE,False,2026-09-16,2026-09-17T10:32:18.094278-04:00,2026-09-17,,30.51663747810858,WEAK,RISING,99.43404440574662
2026-09-17,2026-09-17T10:52:09.283531-04:00,DEPLOY,RECOVERING_FROM_OVERSOLD,DEVELOPING,2,NORMALIZED,True,THRUST_LEVEL,True,DEFENSIVE,False,UNAVAILABLE,False,2026-09-16,2026-09-17T10:52:09.283531-04:00,2026-09-17,,30.73555166374781,WEAK,RISING,99.43404440574662
2026-09-17,2026-09-17T11:04:29.075562-04:00,DEPLOY,RECOVERING_FROM_OVERSOLD,BROAD_CONFIRMATION,2,NORMALIZED,True,THRUST_LEVEL,True,DEFENSIVE,False,UNAVAILABLE,False,2026-09-16,2026-09-17T11:04:29.075562-04:00,2026-09-17,,30.73555166374781,WEAK,RISING,99.43404440574662
2026-09-17,2026-09-17T11:18:18.837700-04:00,DEPLOY,RECOVERING_FROM_OVERSOLD,BROAD_CONFIRMATION,2,NORMALIZED,True,THRUST_LEVEL,True,DEFENSIVE,False,UNAVAILABLE,False,2026-09-16,2026-09-17T11:18:18.837700-04:00,2026-09-17,,30.73555166374781,WEAK,RISING,99.43404440574662
2026-09-17,2026-09-17T11:29:06.430917-04:00,DEPLOY,RECOVERING_FROM_OVERSOLD,BROAD_CONFIRMATION,2,NORMALIZED,True,THRUST_LEVEL,True,DEFENSIVE,False,UNAVAILABLE,False,2026-09-16,2026-09-17T11:29:06.430917-04:00,2026-09-17,,30.73555166374781,WEAK,RISING,99.43404440574662
2026-09-17,2026-09-17T11:43:14.471649-04:00,DEPLOY,RECOVERING_FROM_OVERSOLD,DEVELOPING,2,NORMALIZED,True,THRUST_LEVEL,True,DEFENSIVE,False,UNAVAILABLE,False,2026-09-16,2026-09-17T11:43:14.471649-04:00,2026-09-17,,31.04203152364273,WEAK,RISING,99.43404440574662
2026-09-17,2026-09-17T11:52:49.332849-04:00,DEPLOY,RECOVERING_FROM_OVERSOLD,BROAD_CONFIRMATION,2,NORMALIZED,True,THRUST_LEVEL,True,DEFENSIVE,False,UNAVAILABLE,False,2026-09-16,2026-09-17T11:52:49.332849-04:00,2026-09-17,,30.910683012259195,WEAK,RISING,99.43404440574662
