market_date,timestamp_et,state,candidate_action,turn_family_count,daily_context_state,SPXA20R,NYMO,NAMO,NYUD,NAUD,nyse_down_up_ratio,nasdaq_down_up_ratio,NAADV,NADEC,NASI_RSI,NASI_EMA4,NASI_EMA10,NASI_DIRECTION,VVIX,VVIX_PRIOR_CLOSE,VVIX_DIRECTION
2026-09-17,2026-09-17T12:03:47.090097-04:00,WASHOUT_WATCH,WATCH_EARLY_TURN,1,WASHOUT,21.8,-56.23,-49.31,748.6990949999999,3839.713131,0.3688701523750932,0.178747396660929,3384.0,1137.0,14.173696286875739,17.07571336685298,25.02345922099305,FALLING,88.78,95.41,FALLING
2026-09-17,2026-09-17T12:13:49.333913-04:00,WASHOUT_WATCH,WATCH_EARLY_TURN,1,WASHOUT,21.6,-56.23,-49.31,821.727365,3880.8998870000005,0.3471860399888788,0.18581392882977738,3382.0,1137.0,14.173191745049834,17.075511550122616,25.023367486115614,FALLING,88.48,95.41,FALLING
2026-09-17,2026-09-17T12:23:46.058342-04:00,WASHOUT,GO_EARLY_INTRADAY,2,WASHOUT,21.8,-56.23,-49.31,861.193037,3917.987569,0.3487375385342606,0.19468797992955142,3399.0,1146.0,14.170740471820665,17.074531040830948,25.022921800073945,FALLING,88.49,95.41,FALLING
2026-09-17,2026-09-17T12:35:40.280611-04:00,WASHOUT_WATCH,WATCH_EARLY_TURN,1,WASHOUT,21.8,-56.23,-49.31,944.519282,3970.742303,0.325225809394568,0.20171091241155212,3405.0,1157.0,14.164075331605133,17.071864984744735,25.021709956398396,FALLING,88.34,95.41,FALLING
2026-09-17,2026-09-17T12:44:52.589034-04:00,WASHOUT,GO_EARLY_INTRADAY,2,WASHOUT,22.2,-56.23,-49.31,1003.3409399999999,4034.5859960000003,0.31453861517788684,0.2022251010599088,3402.0,1174.0,14.15078250916973,17.066547855770576,25.019293079591957,FALLING,88.06,95.41,FALLING
2026-09-17,2026-09-17T12:56:13.556346-04:00,WASHOUT_WATCH,WATCH_EARLY_TURN,1,WASHOUT,22.0,-56.23,-49.31,1024.333429,4142.188171,0.3270986824849412,0.2015536219080979,3399.0,1209.0,14.124561352399041,17.0560593930623,25.014525596542743,FALLING,88.37,95.41,FALLING
2026-09-17,2026-09-17T13:04:30.686673-04:00,WASHOUT_WATCH,WATCH_EARLY_TURN,1,WASHOUT,21.8,-56.23,-49.31,1104.430943,4159.970717,0.3075090032186022,0.2057012995668652,3419.0,1191.0,14.142674356044978,17.063304594520673,25.017818869932913,FALLING,88.36,95.41,FALLING
2026-09-17,2026-09-17T13:09:30.571867-04:00,WASHOUT,GO_EARLY_INTRADAY,2,WASHOUT,22.0,-56.23,-49.31,1079.947066,4189.0175659999995,0.3263747087193475,0.20705031051300718,3412.0,1204.0,14.131488021937841,17.05883006087782,25.01578499100434,FALLING,88.14,95.41,FALLING
2026-09-17,2026-09-17T13:20:48.468925-04:00,WASHOUT_WATCH,WATCH_EARLY_TURN,1,WASHOUT,21.8,-56.23,-49.31,1200.7144039999998,4289.784171,0.2989262402063238,0.20742277560086023,3406.0,1221.0,14.117739544651798,17.0533306699634,25.013285267861427,FALLING,88.22,95.41,FALLING
2026-09-17,2026-09-17T13:32:58.396239-04:00,WASHOUT_WATCH,WATCH_EARLY_TURN,1,WASHOUT,22.2,-56.23,-49.31,1187.47838,4289.420082000001,0.3184243799034221,0.21731168635438305,3373.0,1264.0,14.078701605053709,17.037715494124168,25.006187460661774,FALLING,88.87,95.41,FALLING
2026-09-17,2026-09-17T13:39:50.616739-04:00,WASHOUT_WATCH,WATCH_EARLY_TURN,1,WASHOUT,21.8,-56.23,-49.31,1232.749146,4333.059782,0.31092508143004205,0.21719667445700414,3393.0,1256.0,14.089553325816155,17.042056182429146,25.0081605008004,FALLING,89.0,95.41,FALLING
2026-09-17,2026-09-17T13:46:40.029120-04:00,WASHOUT,GO_EARLY_INTRADAY,2,WASHOUT,22.0,-56.23,-49.31,1286.879226,4425.115289,0.3025389822222761,0.21271428839049764,3392.0,1255.0,14.08999643748757,17.042233427097713,25.00824106655884,FALLING,88.72,95.41,FALLING
2026-09-17,2026-09-17T13:57:18.854008-04:00,WASHOUT,GO_EARLY_INTRADAY,2,WASHOUT,22.2,-56.23,-49.31,1322.271519,4493.065358,0.3055655411945427,0.21308334795199924,3420.0,1229.0,14.1156169067266,17.052481614793322,25.01289933369321,FALLING,88.58,95.41,FALLING
2026-09-17,2026-09-17T14:00:54.190326-04:00,WASHOUT,GO_EARLY_INTRADAY,2,WASHOUT,22.6,-56.23,-49.31,1304.876031,4544.585557,0.3149824530364297,0.2100062636884361,3419.0,1227.0,14.116784979651854,17.052948843963424,25.01311171058871,FALLING,88.59,95.41,FALLING
2026-09-17,2026-09-17T14:10:25.497244-04:00,WASHOUT,GO_EARLY_INTRADAY,2,WASHOUT,22.8,-56.23,-49.31,1368.773118,4568.543303,0.303133150501335,0.2137951800338022,3437.0,1226.0,14.122080979716443,17.05506724398926,25.01407461969136,FALLING,88.55,95.41,FALLING
